name,age,country,policytype,policytier,sumassured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
tyler gomez,52,india,health,standard,2752295.0,yes,2.0,"heart condition, diabetes",42660.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
eugene gallegos,39,india,health,standard,3101357.0,no,1.0,diabetes,40317.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sean sanders,23,india,health,standard,2823707.0,no,1.0,thyroid,36708.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brandon caldwell,24,india,health,standard,3430880.0,no,1.0,thyroid,44601.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
caroline byrd,40,india,health,standard,2908468.0,yes,2.0,"heart condition, thyroid",43627.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
austin davis,45,india,health,standard,3274270.0,no,3.0,"hypertension, heart condition, asthma",47476.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
timothy hall,40,india,health,standard,3032095.0,no,1.0,heart condition,42449.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
austin freeman,59,india,health,standard,3497198.0,no,3.0,"heart condition, hypertension, asthma",52457.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kimberly thornton,60,india,health,standard,2735922.0,yes,0.0,nan,32831.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
francisco mcdowell,31,india,health,standard,3126518.0,yes,2.0,"thyroid, diabetes",43771.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
preston torres,33,india,health,standard,3192663.0,yes,3.0,"asthma, hypertension, diabetes",44697.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lawrence davis,50,india,health,standard,2713614.0,no,3.0,"asthma, heart condition, hypertension",39347.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amanda davis,46,india,health,standard,3101575.0,yes,3.0,"thyroid, heart condition, diabetes",46523.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
pamela davis,18,india,health,standard,3092137.0,no,1.0,thyroid,40197.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael vance,41,india,health,standard,2548665.0,no,1.0,diabetes,35681.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
luke leonard,44,india,health,standard,3449446.0,yes,1.0,asthma,50016.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anna owens,47,india,health,standard,2700191.0,no,3.0,"diabetes, thyroid, asthma",39152.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
elizabeth garcia,34,india,health,standard,2848918.0,yes,2.0,"heart condition, diabetes",39884.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph garcia,30,india,health,standard,3303917.0,yes,3.0,"asthma, heart condition, thyroid",46254.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
valerie hart,41,india,health,standard,2530210.0,no,0.0,nan,27832.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alejandro taylor,35,india,health,standard,2619637.0,yes,3.0,"heart condition, asthma, hypertension",36674.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
evan marquez,27,india,health,standard,3104984.0,yes,2.0,"heart condition, thyroid",43469.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
peter coleman,54,india,health,standard,2644555.0,no,3.0,"hypertension, asthma, heart condition",39668.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony brewer,57,india,health,standard,2710484.0,no,2.0,"hypertension, thyroid",40657.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mark johnson,28,india,health,standard,2502525.0,yes,1.0,heart condition,33784.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
luis robertson,21,india,health,standard,2833873.0,no,1.0,heart condition,36840.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
pamela sanders,25,india,health,standard,2537982.0,yes,1.0,heart condition,34262.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael brewer,19,india,health,standard,2654111.0,yes,0.0,nan,27868.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
priscilla gonzalez,36,india,health,standard,3042839.0,yes,4.0,"asthma, thyroid, heart condition, hypertension",42599.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william reid,45,india,health,standard,2882062.0,no,2.0,"thyroid, hypertension",41789.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
hannah castro,27,india,health,standard,3496016.0,yes,4.0,"thyroid, diabetes, asthma, heart condition",48944.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
donald leach,29,india,health,standard,2789406.0,no,3.0,"hypertension, asthma, thyroid",37656.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william jennings,58,india,health,standard,2895864.0,yes,3.0,"heart condition, asthma, diabetes",44885.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
thomas clark,24,india,health,standard,3160226.0,no,4.0,"diabetes, hypertension, asthma, heart condition",42663.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
rose martinez,54,india,health,standard,3337728.0,no,4.0,"diabetes, hypertension, thyroid, heart condition",50065.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
victoria carter,18,india,health,standard,3100272.0,yes,2.0,"hypertension, asthma",43403.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
nicholas williams,22,india,health,standard,3226393.0,yes,3.0,"heart condition, thyroid, asthma",45169.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer gallagher,48,india,health,standard,3017193.0,no,2.0,"heart condition, thyroid",43749.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
austin baker,56,india,health,standard,3033884.0,no,2.0,"asthma, heart condition",45508.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrea bell,33,india,health,standard,3384977.0,no,1.0,heart condition,44004.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher dominguez,47,india,health,standard,2983225.0,yes,4.0,"hypertension, asthma, thyroid, diabetes",44748.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jose ellis,22,india,health,standard,2724820.0,no,4.0,"diabetes, heart condition, asthma, thyroid",36785.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
robert russell,60,india,health,standard,3358500.0,no,0.0,nan,38622.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
trevor johnson,29,india,health,standard,2767667.0,yes,1.0,diabetes,37363.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
peter arnold,21,india,health,standard,2733075.0,no,0.0,nan,27330.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
julie mclean,51,india,health,standard,3273301.0,no,2.0,"diabetes, hypertension",49099.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
heather wilson,18,india,health,standard,2664008.0,yes,0.0,nan,27972.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andre greene,47,india,health,standard,3100952.0,yes,3.0,"heart condition, thyroid, hypertension",46514.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lisa clark,56,india,health,standard,2949986.0,no,3.0,"diabetes, thyroid, asthma",44249.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kevin kim,40,india,health,standard,3088810.0,yes,1.0,diabetes,44787.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
holly williams,49,india,health,standard,3071738.0,yes,1.0,thyroid,44540.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kathleen mason,32,india,health,standard,2677764.0,yes,4.0,"thyroid, hypertension, heart condition, asthma",37488.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ann johnston,51,india,health,standard,2852798.0,no,3.0,"thyroid, diabetes, asthma",42791.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
elizabeth hernandez,54,india,health,standard,3071699.0,no,4.0,"thyroid, heart condition, asthma, hypertension",46075.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
omar nicholson,53,india,health,standard,3010071.0,no,0.0,nan,34615.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
susan rasmussen,55,india,health,standard,3344978.0,yes,2.0,"heart condition, hypertension",51847.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amanda trujillo,31,india,health,standard,3212614.0,no,2.0,"asthma, heart condition",43370.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tyler ellison,45,india,health,standard,3122042.0,yes,3.0,"diabetes, heart condition, asthma",46830.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
natalie patton,21,india,health,standard,3098755.0,no,4.0,"hypertension, thyroid, asthma, heart condition",41833.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michelle baxter,40,india,health,standard,2503085.0,no,1.0,thyroid,35043.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michelle davis,29,india,health,standard,2718857.0,yes,1.0,heart condition,36704.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephanie erickson,34,india,health,standard,3292433.0,no,4.0,"diabetes, heart condition, hypertension, asthma",44447.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sandra johnson,58,india,health,standard,2632085.0,yes,2.0,"thyroid, diabetes",40797.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
rachel harper,39,india,health,standard,3030850.0,yes,2.0,"heart condition, thyroid",42431.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lee kelley,57,india,health,standard,3469611.0,yes,3.0,"heart condition, diabetes, asthma",53778.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
paul gross,32,india,health,standard,3205098.0,yes,1.0,thyroid,43268.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david phillips,57,india,health,standard,3070426.0,yes,2.0,"thyroid, heart condition",47591.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james rowe,33,india,health,standard,3202097.0,yes,0.0,nan,33622.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christina miller,54,india,health,standard,2837209.0,no,4.0,"thyroid, hypertension, heart condition, diabetes",42558.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james moore,35,india,health,standard,2718772.0,yes,2.0,"thyroid, heart condition",38062.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
bill sherman,57,india,health,standard,3020875.0,no,1.0,thyroid,43802.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
casey mclaughlin,20,india,health,standard,2600172.0,yes,2.0,"heart condition, hypertension",36402.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kristina mann,44,india,health,standard,2503877.0,yes,2.0,"hypertension, asthma",37558.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
katherine williams,34,india,health,standard,3144118.0,no,4.0,"thyroid, diabetes, asthma, heart condition",42445.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lauren fowler md,27,india,health,standard,2506922.0,no,4.0,"heart condition, asthma, hypertension, thyroid",33843.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
yolanda martin,21,india,health,standard,3159724.0,yes,0.0,nan,33177.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
hannah beard,60,india,health,standard,2538046.0,yes,2.0,"hypertension, heart condition",39339.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary mcintyre,50,india,health,standard,2890905.0,yes,2.0,"diabetes, thyroid",43363.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew jackson,50,india,health,standard,3213938.0,no,2.0,"thyroid, heart condition",46602.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
charles meyer,24,india,health,standard,3195838.0,yes,3.0,"thyroid, heart condition, hypertension",44741.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lisa cole,48,india,health,standard,2626684.0,no,2.0,"thyroid, heart condition",38086.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
april rush,50,india,health,standard,3010127.0,no,0.0,nan,33111.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
vincent bernard,46,india,health,standard,2617088.0,yes,2.0,"hypertension, asthma",39256.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william rivera,58,india,health,standard,3418939.0,no,0.0,nan,39317.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer collins,28,india,health,standard,3467715.0,yes,0.0,nan,36411.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher carlson,23,india,health,standard,3285393.0,yes,4.0,"diabetes, hypertension, thyroid, heart condition",45995.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
paige fitzgerald,58,india,health,standard,2516886.0,no,3.0,"thyroid, hypertension, diabetes",37753.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew carey,53,india,health,standard,3165939.0,no,0.0,nan,36408.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christine smith,28,india,health,standard,2895858.0,yes,3.0,"hypertension, asthma, diabetes",40542.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
margaret anderson dds,60,india,health,standard,3251351.0,no,0.0,nan,37390.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
suzanne watts,22,india,health,standard,2657368.0,yes,0.0,nan,27902.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
emily figueroa,45,india,health,standard,3015109.0,no,1.0,asthma,42211.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
patrick williams,58,india,health,standard,2888176.0,yes,3.0,"heart condition, asthma, diabetes",44766.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jeffery watkins,51,india,health,standard,3378682.0,no,0.0,nan,38854.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ashley flynn,39,india,health,standard,2975061.0,yes,0.0,nan,31238.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
megan jordan,35,india,health,standard,3195052.0,no,0.0,nan,31950.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brett brown,58,india,health,standard,2703674.0,no,1.0,diabetes,39203.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
steven todd,32,india,health,standard,2675313.0,no,4.0,"diabetes, thyroid, hypertension, heart condition",36116.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephen campbell,30,india,health,standard,3333589.0,no,2.0,"heart condition, hypertension",45003.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
robert russell,21,india,health,standard,2937532.0,yes,2.0,"asthma, heart condition",41125.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
morgan grant,19,india,health,standard,2535500.0,yes,2.0,"asthma, hypertension",35497.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kimberly mckenzie,28,india,health,standard,3422658.0,yes,3.0,"heart condition, diabetes, hypertension",47917.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph martin,32,india,health,standard,2978570.0,no,0.0,nan,29785.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
karen barber,59,india,health,standard,3371301.0,no,4.0,"thyroid, asthma, heart condition, diabetes",50569.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tracy kelly,58,india,health,standard,2938064.0,no,1.0,thyroid,42601.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
patricia smith,57,india,health,standard,2564990.0,no,0.0,nan,29497.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
patrick smith,34,india,health,standard,2957277.0,yes,1.0,thyroid,39923.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david lang,46,india,health,standard,3057793.0,yes,0.0,nan,35164.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dustin martinez,36,india,health,standard,3084826.0,no,1.0,hypertension,40102.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa haynes,43,india,health,standard,3453584.0,no,1.0,thyroid,48350.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kathryn davis,60,india,health,standard,3011592.0,no,1.0,asthma,43668.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
beth walker,56,india,health,standard,2886036.0,no,4.0,"diabetes, asthma, hypertension, heart condition",43290.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jay cruz,24,india,health,standard,3080528.0,yes,4.0,"hypertension, heart condition, diabetes, asthma",43127.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
patricia austin,59,india,health,standard,2649567.0,no,4.0,"thyroid, hypertension, heart condition, asthma",39743.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dean wilson,32,india,health,standard,3075836.0,no,0.0,nan,30758.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david gomez,40,india,health,standard,3445208.0,no,3.0,"asthma, thyroid, diabetes",49955.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kayla waller,43,india,health,standard,3185927.0,yes,3.0,"hypertension, thyroid, heart condition",47788.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew contreras,26,india,health,standard,3324595.0,yes,1.0,asthma,44882.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
cheryl miller,47,india,health,standard,3431540.0,no,1.0,hypertension,48041.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
nicholas bailey,51,india,health,standard,2851121.0,no,3.0,"diabetes, thyroid, asthma",42766.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
linda mcmillan,29,india,health,standard,2662741.0,yes,4.0,"diabetes, hypertension, asthma, thyroid",37278.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
traci jones,25,india,health,standard,3155700.0,yes,3.0,"heart condition, asthma, thyroid",44179.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
courtney frazier md,23,india,health,standard,2557489.0,no,1.0,heart condition,33247.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amber gonzalez,34,india,health,standard,3468177.0,no,1.0,heart condition,45086.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrea smith,29,india,health,standard,3493661.0,no,4.0,"heart condition, diabetes, asthma, thyroid",47164.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephanie mitchell,53,india,health,standard,2617552.0,yes,0.0,nan,31410.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brian sampson,18,india,health,standard,2630512.0,yes,0.0,nan,27620.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anne jackson,60,india,health,standard,3202610.0,no,2.0,"heart condition, thyroid",48039.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
madeline anderson,19,india,health,standard,2604646.0,no,0.0,nan,26046.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
daniel galvan,51,india,health,standard,2708854.0,no,4.0,"heart condition, diabetes, hypertension, thyroid",40632.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph mendez,41,india,health,standard,2623560.0,yes,2.0,"heart condition, hypertension",39353.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ryan hoffman,18,india,health,standard,3456868.0,yes,2.0,"heart condition, hypertension",48396.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew wade,19,india,health,standard,2537186.0,no,1.0,diabetes,32983.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ann spencer,28,india,health,standard,2752138.0,yes,1.0,asthma,37153.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
cynthia lyons,34,india,health,standard,2746109.0,yes,4.0,"diabetes, hypertension, thyroid, asthma",38445.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
eric sanders,59,india,health,standard,2581610.0,no,4.0,"diabetes, asthma, hypertension, heart condition",38724.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
heather lopez,47,india,health,standard,2911355.0,yes,1.0,asthma,42214.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary kirk,35,india,health,standard,3407749.0,no,1.0,thyroid,44300.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael curry,28,india,health,standard,3377233.0,no,3.0,"asthma, diabetes, heart condition",45592.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
nicole davidson,56,india,health,standard,2562191.0,no,0.0,nan,29465.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james smith,56,india,health,standard,3356990.0,yes,2.0,"heart condition, thyroid",52033.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tommy gillespie,58,india,health,standard,2705864.0,yes,4.0,"thyroid, asthma, heart condition, diabetes",41940.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tammy robinson,48,india,health,standard,2894583.0,no,1.0,asthma,40524.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
courtney brown,20,india,health,standard,3040737.0,no,2.0,"hypertension, diabetes",41049.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
juan wilson,34,india,health,standard,3245501.0,yes,2.0,"heart condition, diabetes",45437.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew harrison,45,india,health,standard,3037371.0,yes,4.0,"diabetes, thyroid, asthma, heart condition",45560.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mark gonzalez,46,india,health,standard,2666713.0,no,3.0,"asthma, hypertension, heart condition",38667.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
erin ortiz,28,india,health,standard,2976508.0,no,2.0,"hypertension, heart condition",40182.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
vincent jones,45,india,health,standard,2794834.0,no,1.0,thyroid,39127.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
allison mckay,55,india,health,standard,3415274.0,no,4.0,"thyroid, asthma, heart condition, hypertension",51229.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mikayla white,20,india,health,standard,3446005.0,yes,4.0,"diabetes, heart condition, asthma, thyroid",48244.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
vanessa salazar,37,india,health,standard,2937512.0,yes,2.0,"diabetes, heart condition",41125.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
samuel green,39,india,health,standard,2563310.0,yes,0.0,nan,26914.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
richard kelley,37,india,health,standard,3427459.0,yes,1.0,heart condition,46270.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
charles white,60,india,health,standard,3105950.0,yes,2.0,"thyroid, heart condition",48142.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
courtney palmer,22,india,health,standard,2502340.0,no,2.0,"heart condition, thyroid",33781.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gail reed,34,india,health,standard,2790496.0,no,0.0,nan,27904.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
todd kelley,38,india,health,standard,3323267.0,yes,1.0,diabetes,44864.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
carmen harris,49,india,health,standard,2743855.0,yes,1.0,asthma,39785.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer kelly,34,india,health,standard,3180853.0,yes,1.0,diabetes,42941.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jessica warren,26,india,health,standard,2861432.0,no,1.0,diabetes,37198.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james williamson,45,india,health,standard,3410691.0,yes,3.0,"thyroid, asthma, hypertension",51160.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kellie steele,27,india,health,standard,3255574.0,yes,4.0,"diabetes, thyroid, hypertension, asthma",45578.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher cox,22,india,health,standard,2759266.0,yes,4.0,"asthma, heart condition, thyroid, diabetes",38629.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
douglas mcintosh,52,india,health,standard,2849954.0,yes,0.0,nan,34199.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
roger jackson,43,india,health,standard,2708930.0,yes,3.0,"diabetes, heart condition, thyroid",40633.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
edward vargas,55,india,health,standard,3127358.0,no,0.0,nan,35964.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
meghan hopkins,49,india,health,standard,2595102.0,no,0.0,nan,28546.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
corey burke,30,india,health,standard,3331062.0,no,4.0,"hypertension, diabetes, asthma, heart condition",44969.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brad johnson,22,india,health,standard,3397540.0,no,1.0,thyroid,44168.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
donna lopez,57,india,health,standard,3053306.0,no,0.0,nan,35113.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
carmen davidson,36,india,health,standard,3021972.0,no,3.0,"asthma, thyroid, diabetes",40796.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
meghan spence,30,india,health,standard,2690365.0,no,3.0,"heart condition, diabetes, asthma",36319.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
devin york,42,india,health,standard,2930284.0,no,1.0,hypertension,41023.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa deleon,44,india,health,standard,3249994.0,no,2.0,"diabetes, asthma",47124.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
steven torres,45,india,health,standard,3329335.0,yes,3.0,"thyroid, heart condition, asthma",49940.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mr. jonathan curry,48,india,health,standard,2959569.0,no,3.0,"thyroid, heart condition, hypertension",42913.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amber miller,25,india,health,standard,2837754.0,no,3.0,"diabetes, thyroid, asthma",38309.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christine olsen,34,india,health,standard,2878165.0,no,1.0,hypertension,37416.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christine hanna,30,india,health,standard,2963474.0,yes,2.0,"hypertension, heart condition",41488.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jill turner,18,india,health,standard,2705169.0,no,4.0,"asthma, thyroid, heart condition, hypertension",36519.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary perkins,42,india,health,standard,2550090.0,yes,0.0,nan,29326.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
heather pace,58,india,health,standard,3156082.0,yes,1.0,hypertension,47341.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
megan greer,22,india,health,standard,3323279.0,yes,3.0,"heart condition, asthma, diabetes",46525.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer moody,43,india,health,standard,2886169.0,no,1.0,asthma,40406.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
karen jackson,31,india,health,standard,2547173.0,no,2.0,"diabetes, hypertension",34386.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
